id	locationID	locality	countryCode	occurrenceStatus	establishmentMeans	eventDate
23525	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2019-08-24/2019-08-24
617905	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2020-05-26/2021-10-01
147183	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2014-06-10/2014-07-11
158602	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2016-07-15/2016-07-15
789606	ISO_3166-2:BE	Belgium	BE	present	native	2016-05-27/2021-03-25
2772	ISO_3166-2:BE	Belgium	BE	present	native	2016-08-27/2021-10-11
558464	ISO_3166-2:BE	Belgium	BE	present	native	2013-01-06/2018-08-28
16796	ISO_3166-2:BE	Belgium	BE	present	native	1996-10-13/2017-12-14
28682	ISO_3166-2:BE	Belgium	BE	present	native	2011-03-19/2020-03-21
24877	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2018-05-04/2020-05-03
551717	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2020-07-07/2020-07-07
24022	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-05-20/2014-07-03
638452	ISO_3166-2:BE	Belgium	BE	present	native	2015-06-06/2017-06-02
78166	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2021-07-13/2021-07-13
548424	ISO_3166-2:BE	Belgium	BE	present	native	2019-04-19/2019-04-19
80245	ISO_3166-2:BE	Belgium	BE	present	introduced	2009-05-29/2013-08-20
551635	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2021-08-24/2021-08-24
13374	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2012-06-16/2013-11-16
28045	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2013-06-20/2013-06-20
14584	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2004-05-11/2015-11-19
105026	ISO_3166-2:BE	Belgium	BE	present	native	2004-09-05/2004-09-05
617905	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2020-04-23/2021-06-24
2084	ISO_3166-2:BE	Belgium	BE	present	native	2014-07-31/2021-12-12
22109	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1986-05-13/1986-05-13
548818	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2020-07-09/2020-07-09
187940	ISO_3166-2:BE	Belgium	BE	present	native	2012-06-07/2014-01-19
26327	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2020-07-28/2020-07-28
106912	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2007-08-05/2007-08-05
15662	ISO_3166-2:BE	Belgium	BE	present	native	2002-09-09/2019-10-27
80394	ISO_3166-2:BE	Belgium	BE	present	native	2020-06-25/2021-06-15
19423	ISO_3166-2:BE	Belgium	BE	present	native	2016-07-01/2018-05-07
550003	ISO_3166-2:BE	Belgium	BE	present	native	2020-09-10/2020-09-10
188835	ISO_3166-2:BE	Belgium	BE	present	vagrant	2020-10-06/2021-09-11
2327	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2019-05-04/2019-07-13
24222	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-06-12/2014-09-30
673237	ISO_3166-2:BE	Belgium	BE	present	native	1981-10-24/2021-11-27
799883	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2019-08-04/2019-08-04
153564	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-05-13/2021-06-06
26184	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2021-07-17/2021-07-17
24421	ISO_3166-2:BE	Belgium	BE	present	native	2011-04-09/2021-04-28
137329	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2011-08-06/2011-08-06
24480	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2009-07-07/2020-09-09
19258	ISO_3166-2:BE	Belgium	BE	present	introduced	2013-04-12/2013-04-12
673008	ISO_3166-2:BE	Belgium	BE	present	native	2000-11-04/2016-10-28
17106	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2010-09-11/2011-12-10
19012	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-05-05/2015-06-17
189115	ISO_3166-2:BE	Belgium	BE	present	native	2008-07-04/2019-08-15
180718	ISO_3166-2:BE	Belgium	BE	present	native	2012-06-17/2021-05-24
25553	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2017-04-19/2021-07-17
612180	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2020-05-07/2021-06-10
672966	ISO_3166-2:BE	Belgium	BE	present	native	2000-10-29/2020-10-16
20962	ISO_3166-2:BE	Belgium	BE	present	native	2015-05-13/2022-01-10
17571	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2011-12-09/2022-01-18
25297	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2021-04-07/2021-04-07
159087	ISO_3166-2:BE	Belgium	BE	present	native	2020-08-05/2020-08-05
22442	ISO_3166-2:BE	Belgium	BE	present	native	2015-05-04/2021-06-10
15680	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-02-03/2020-03-07
15574	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2009-11-01/2009-11-01
550907	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2018-06-06/2020-06-25
15655	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2009-09-16/2009-09-16
673237	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2008-07-08/2021-11-12
16525	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2003-11-01/2018-11-27
673352	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-09-29/2015-09-29
197738	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2006-09-03/2021-08-14
25223	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-11-16/2022-01-07
6625	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2013-10-05/2021-09-12
25814	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2010-07-07/2021-10-22
181030	ISO_3166-2:BE	Belgium	BE	present	native	2015-06-29/2020-08-10
722017	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-10-09/2020-09-06
85924	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2018-10-26/2018-10-26
22895	ISO_3166-2:BE	Belgium	BE	present	native	2016-09-13/2019-04-07
16165	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2002-05-01/2020-02-18
21146	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-01-26/2014-01-26
176449	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2020-07-03/2021-08-25
672939	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1999-06-12/1999-06-12
28036	ISO_3166-2:BE	Belgium	BE	present	native	2014-05-23/2014-05-23
189085	ISO_3166-2:BE	Belgium	BE	present	introduced	2009-06-22/2011-08-31
195609	ISO_3166-2:BE	Belgium	BE	present	native	2021-10-20/2021-10-20
672944	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2004-06-03/2004-09-28
106433	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-10-13/2019-11-10
15257	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1994-09-24/2019-11-02
17071	ISO_3166-2:BE	Belgium	BE	present	native	2015-11-07/2015-11-07
25793	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-06-21/2013-06-20
121623	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2011-11-13/2021-10-02
598471	ISO_3166-2:BE	Belgium	BE	present	native	2007-10-25/2007-10-25
18197	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-08-17/2017-01-31
195149	ISO_3166-2:BE	Belgium	BE	present	native	2009-10-13/2014-11-09
9819	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2016-05-12/2020-08-10
188234	ISO_3166-2:BE	Belgium	BE	present	native	2014-09-04/2014-09-04
210341	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2016-08-10/2021-06-06
16928	ISO_3166-2:BE	Belgium	BE	present	native	1983-08-28/2021-11-25
22685	ISO_3166-2:BE	Belgium	BE	present	native	2015-05-30/2015-10-01
26229	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2018-08-01/2019-08-27
673498	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2009-11-17/2009-11-17
597204	ISO_3166-2:BE	Belgium	BE	present	native	2012-03-12/2012-03-12
28963	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2018-04-14/2020-09-20
9485	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2004-06-14/2021-07-13
9942	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2017-04-21/2019-05-07
158581	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2021-09-12/2021-09-12
21234	ISO_3166-2:BE	Belgium	BE	present	native	2017-04-04/2017-05-16
13365	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2004-09-26/2004-09-26
14382	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2004-07-20/2012-10-17
25676	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-07-14/2014-07-19
17364	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2021-03-21/2021-05-01
16931	ISO_3166-2:BE	Belgium	BE	present	native	1999-09-25/2015-10-01
541603	ISO_3166-2:BE	Belgium	BE	present	native	2013-04-30/2021-05-30
188270	ISO_3166-2:BE	Belgium	BE	present	native	2011-04-03/2018-11-08
547206	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1938-06-06/2020-05-21
27363	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2002-09-14/2002-09-14
195459	ISO_3166-2:BE	Belgium	BE	present	native	2018-06-28/2018-06-28
119898	ISO_3166-2:BE	Belgium	BE	present	introduced	2021-03-30/2021-03-30
22454	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2019-04-23/2020-05-25
26327	ISO_3166-2:BE	Belgium	BE	present	native	2020-07-28/2020-07-28
14025	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-02-16/2017-05-14
14737	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-10-05/2019-11-10
14674	ISO_3166-2:BE	Belgium	BE	present	native	1986-09-27/2017-11-04
154942	ISO_3166-2:BE	Belgium	BE	present	vagrant	2020-11-09/2020-11-09
7479	ISO_3166-2:BE	Belgium	BE	present	introduced	2016-08-08/2020-08-02
25523	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2010-09-12/2017-10-21
23651	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-11-10/2020-05-02
199875	ISO_3166-2:BE	Belgium	BE	present	introduced	2010-05-24/2018-09-25
1615	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	1988-04-23/2007-03-17
15176	ISO_3166-2:BE	Belgium	BE	present	native	2004-09-01/2016-11-03
940475	ISO_3166-2:BE	Belgium	BE	present	native	2021-03-16/2021-03-16
551868	ISO_3166-2:BE	Belgium	BE	present	native	2010-06-07/2020-07-15
552730	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2015-02-03/2022-01-25
23040	ISO_3166-2:BE	Belgium	BE	present	native	2016-06-26/2016-06-26
25209	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2018-01-08/2019-07-18
1015476	ISO_3166-2:BE	Belgium	BE	present	native	2021-01-17/2021-02-19
17561	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2017-03-12/2019-11-09
25930	ISO_3166-2:BE	Belgium	BE	present	native	2015-06-23/2020-06-27
14895	ISO_3166-2:BE	Belgium	BE	present	native	2008-04-29/2019-10-18
23485	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-08-05/2021-08-19
673352	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2004-10-10/2012-10-04
187891	ISO_3166-2:BE	Belgium	BE	present	native	2016-08-26/2016-08-26
22917	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2014-04-05/2014-04-05
8581	ISO_3166-2:BE	Belgium	BE	present	native	2010-03-24/2021-06-13
186695	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2011-07-31/2020-10-19
22441	ISO_3166-2:BE	Belgium	BE	present	native	2018-10-21/2022-01-08
28901	ISO_3166-2:BE	Belgium	BE	present	native	2009-11-02/2018-02-05
157295	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-05-24/2019-05-04
25365	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2014-04-01/2014-04-01
1572	ISO_3166-2:BE	Belgium	BE	present	native	1999-06-12/1999-07-25
597428	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2021-09-21/2021-09-21
25490	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-10-28/2017-09-30
20866	ISO_3166-2:BE	Belgium	BE	present	native	2009-05-24/2021-06-08
85901	ISO_3166-2:BE	Belgium	BE	present	native	2012-09-15/2012-09-15
551717	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2019-05-28/2019-05-28
18182	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2020-07-07/2020-08-02
28473	ISO_3166-2:BE	Belgium	BE	present	native	2017-11-11/2018-05-06
27217	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2018-02-11/2018-03-11
153949	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2006-06-24/2014-08-06
25862	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2021-08-14/2021-08-14
2128	ISO_3166-2:BE	Belgium	BE	present	native	2008-12-12/2012-01-02
7759	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1931-06-24/2020-12-11
80463	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-07-23/2021-07-18
550088	ISO_3166-2:BE	Belgium	BE	present	native	2020-07-13/2020-08-07
14649	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-10-22/2021-11-22
153677	ISO_3166-2:BE	Belgium	BE	present	native	2017-06-29/2019-06-06
549520	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2016-07-24/2017-07-25
206254	ISO_3166-2:BE	Belgium	BE	present	introduced	2019-04-27/2021-06-16
159998	ISO_3166-2:BE	Belgium	BE	present	introduced	2010-03-24/2019-04-26
673208	ISO_3166-2:BE	Belgium	BE	present	native	2017-10-15/2020-06-10
14252	ISO_3166-2:BE	Belgium	BE	present	native	2014-03-04/2018-03-14
26942	ISO_3166-2:BE	Belgium	BE	present	native	2008-10-18/2015-12-27
19890	ISO_3166-2:BE	Belgium	BE	present	native	2008-10-06/2022-01-23
158713	ISO_3166-2:BE	Belgium	BE	present	native	2012-08-25/2021-10-16
211410	ISO_3166-2:BE	Belgium	BE	present	native	2017-07-22/2021-06-19
547998	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2021-11-01/2021-11-01
16101	ISO_3166-2:BE	Belgium	BE	present	native	1983-04-23/2021-03-08
99819	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2011-08-08/2018-05-20
26043	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2009-07-30/2021-08-27
153686	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-09-26/2015-10-27
15863	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-02-23/2014-02-23
14085	ISO_3166-2:BE	Belgium	BE	present	native	2007-09-13/2021-11-01
25539	ISO_3166-2:BE	Belgium	BE	present	native	2004-08-06/2021-08-25
84233	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-12-29/2013-07-01
20013	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2011-03-11/2021-11-10
160304	ISO_3166-2:BE	Belgium	BE	present	native	2012-12-30/2012-12-30
17712	ISO_3166-2:BE	Belgium	BE	present	native	2012-02-01/2012-11-16
25248	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2011-06-28/2020-08-21
911192	ISO_3166-2:BE	Belgium	BE	present	native	2018-11-02/2021-11-05
16031	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	1987-07-01/2018-10-09
211763	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2011-05-15/2011-05-15
159633	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2018-06-13/2018-06-13
908147	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2018-04-07/2019-04-13
1015821	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2021-02-05/2021-02-05
21355	ISO_3166-2:BE	Belgium	BE	present	native	2018-02-25/2020-03-22
17776	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-06-06/2020-08-27
23983	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2016-03-14/2016-03-14
16634	ISO_3166-2:BE	Belgium	BE	present	native	2011-07-09/2011-07-09
14880	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-08-31/2015-12-05
19411	ISO_3166-2:BE	Belgium	BE	present	native	2010-05-22/2021-05-31
197313	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2018-12-26/2018-12-26
21685	ISO_3166-2:BE	Belgium	BE	present	native	2013-05-27/2017-05-06
18721	ISO_3166-2:BE	Belgium	BE	present	introduced	2005-08-11/2005-08-11
14483	ISO_3166-2:BE	Belgium	BE	present	native	1987-10-25/2012-11-16
160451	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2021-04-03/2021-04-03
188293	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-10-10/2016-08-26
161207	ISO_3166-2:BE	Belgium	BE	present	native	2015-06-07/2020-06-14
719281	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2004-09-16/2004-09-16
789322	ISO_3166-2:BE	Belgium	BE	present	native	2016-09-24/2016-09-24
26234	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-05-25/2021-06-04
240069	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2020-06-13/2020-06-13
24879	ISO_3166-2:BE	Belgium	BE	present	native	2015-09-28/2015-09-28
153884	ISO_3166-2:BE	Belgium	BE	present	native	2007-03-04/2018-03-06
150022	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2021-08-09/2021-08-09
22719	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2016-07-18/2016-07-18
189260	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2009-03-31/2021-05-18
81391	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2008-10-12/2020-04-09
84269	ISO_3166-2:BE	Belgium	BE	present	native	2011-12-19/2012-01-13
26015	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2015-09-26/2021-07-04
195359	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2007-11-15/2020-03-10
159771	ISO_3166-2:BE	Belgium	BE	present	native	2013-07-01/2013-07-01
16043	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2008-09-05/2014-01-10
25764	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2017-05-01/2017-05-01
17681	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2019-09-19/2019-09-19
26345	ISO_3166-2:BE	Belgium	BE	present	native	2014-05-19/2020-09-12
674239	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	introduced	2018-10-20/2020-08-11
24240	ISO_3166-2:BE	Belgium	BE	present	native	2018-10-04/2018-10-04
80301	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2007-07-25/2007-07-25
160215	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2016-07-13/2020-08-11
643673	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-04-29/2021-04-18
125812	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2018-07-01/2018-07-01
16898	ISO_3166-2:BE	Belgium	BE	present	native	2022-01-10/2022-01-10
185421	ISO_3166-2:BE	Belgium	BE	present	native	2009-01-21/2010-03-18
722413	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2015-08-17/2017-12-24
547264	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	1933-08-06/1933-08-06
16110	ISO_3166-2:BE	Belgium	BE	present	native	1994-05-14/2018-04-26
209143	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2017-10-08/2017-10-08
159998	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2010-03-24/2019-04-26
623462	ISO_3166-2:BE	Belgium	BE	present	native	2018-08-25/2021-12-06
672957	ISO_3166-2:BE	Belgium	BE	present	native	2010-08-19/2010-08-19
23901	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-05-22/2021-09-25
604557	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2020-05-22/2020-05-22
28129	ISO_3166-2:BE	Belgium	BE	present	native	2016-02-27/2016-02-27
24233	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-06-12/2010-06-12
563666	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2019-04-18/2019-07-26
504913	ISO_3166-2:BE	Belgium	BE	present	introduced	2019-03-27/2019-04-15
16161	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-10-30/2020-12-19
544704	ISO_3166-2:BE	Belgium	BE	present	native	2014-08-19/2015-06-26
718587	ISO_3166-2:BE	Belgium	BE	present	native	2017-07-15/2021-06-10
8633	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-06-10/2021-08-07
182534	ISO_3166-2:BE	Belgium	BE	present	native	2014-07-11/2019-06-19
14424	ISO_3166-2:BE	Belgium	BE	present	native	2015-08-20/2015-08-20
599275	ISO_3166-2:BE	Belgium	BE	present	native	2011-05-16/2012-05-17
212145	ISO_3166-2:BE	Belgium	BE	present	introduced	2013-10-26/2021-06-25
17245	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-03-17/2019-10-27
239414	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2016-05-10/2021-09-05
13819	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2016-10-23/2016-10-23
16070	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2008-12-23/2013-12-11
910942	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2021-08-06/2021-08-06
21329	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2018-06-21/2018-07-16
159089	ISO_3166-2:BE	Belgium	BE	present	native	2020-05-27/2020-05-27
189274	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-06-21/2018-05-27
8102	ISO_3166-2:BE	Belgium	BE	present	native	2013-07-28/2019-07-12
13554	ISO_3166-2:BE	Belgium	BE	present	native	1990-05-20/2014-10-08
547320	ISO_3166-2:BE	Belgium	BE	present	native	2018-07-21/2021-08-09
17718	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-12-31/2012-12-31
598160	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1995-06-03/1995-06-03
17763	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-11-04/2020-02-08
25516	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-07-06/2020-06-03
209337	ISO_3166-2:BE	Belgium	BE	present	native	2020-07-01/2020-07-01
6921	ISO_3166-2:BE	Belgium	BE	present	introduced	2011-10-08/2021-06-13
159408	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-11-07/2021-10-20
24964	ISO_3166-2:BE	Belgium	BE	present	native	2015-04-18/2020-04-15
136777	ISO_3166-2:BE	Belgium	BE	present	introduced	2014-05-03/2014-05-03
23825	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-06-12/2020-10-08
23057	ISO_3166-2:BE	Belgium	BE	present	native	2020-09-06/2021-08-11
721504	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2014-08-05/2018-05-28
25187	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2011-04-11/2011-04-11
16575	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-02-07/2019-02-14
18659	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2014-07-19/2021-07-18
22555	ISO_3166-2:BE	Belgium	BE	present	native	2010-08-20/2019-06-22
13557	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1981-10-10/2014-10-01
828311	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2021-06-01/2021-06-01
186447	ISO_3166-2:BE	Belgium	BE	present	introduced	2014-05-31/2022-02-05
106446	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2003-10-10/2021-11-14
153592	ISO_3166-2:BE	Belgium	BE	present	native	2017-04-08/2020-04-12
16360	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-04-02/2018-03-14
23966	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2011-11-12/2021-05-10
17802	ISO_3166-2:BE	Belgium	BE	present	native	2012-12-15/2019-01-05
15486	ISO_3166-2:BE	Belgium	BE	present	native	1983-05-08/2019-10-12
28741	ISO_3166-2:BE	Belgium	BE	present	native	2013-05-25/2020-02-25
25653	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2013-06-29/2021-07-26
187892	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2015-05-16/2016-06-26
187785	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2011-05-21/2018-05-20
24939	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-04-18/2021-12-13
188504	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2012-07-07/2015-05-16
596958	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2014-10-31/2017-10-01
26180	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2017-07-16/2020-07-28
28605	ISO_3166-2:BE	Belgium	BE	present	native	2020-04-08/2020-04-08
25729	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2009-07-25/2011-05-17
544385	ISO_3166-2:BE	Belgium	BE	present	native	2016-07-29/2016-08-06
16365	ISO_3166-2:BE	Belgium	BE	present	native	1994-03-27/2020-11-29
158598	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2019-06-02/2019-06-02
189203	ISO_3166-2:BE	Belgium	BE	present	native	2017-06-03/2017-06-03
26615	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-06-06/2015-06-06
182700	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-04-18/2021-05-07
198407	ISO_3166-2:BE	Belgium	BE	present	native	2020-02-16/2020-02-16
9573	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2003-06-28/2017-08-05
598639	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2000-10-21/2019-03-07
160836	ISO_3166-2:BE	Belgium	BE	present	native	2016-12-12/2016-12-12
9521	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2006-08-06/2020-10-06
71091	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2008-04-01/2020-03-23
555921	ISO_3166-2:BE	Belgium	BE	present	native	2021-09-05/2021-09-05
16472	ISO_3166-2:BE	Belgium	BE	present	native	2010-09-15/2015-02-10
20698	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-04-10/2020-06-06
16248	ISO_3166-2:BE	Belgium	BE	present	native	2009-10-31/2019-09-07
28285	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-02-07/2014-02-07
