"","key","scientificName","kingdom","phylum","class","order","family","genus","Source","Thematic_group","ID"
"300",3025896,"Cotoneaster dielsianus E.Pritz.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Adriaens et al. (2022); BE IAS Sec. (2024); Mayer et al. (2017); Verbrugge et al. (2015)","Plants","HS2353"
"301",3026334,"Cotoneaster divaricatus Rehder & E.H.Wilson","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Adriaens et al. (2022); BE IAS Sec. (2024); Mayer et al. (2017); Steen et al. (2024)","Plants","HS2354"
"302",3026162,"Cotoneaster franchetii Boiss.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Adriaens et al. (2022); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Mayer et al. (2017); Weber et al. (2018)","Plants","HS2356"
"303",3026092,"Cotoneaster hjelmqvistii Flinck & B.Hylmö","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Adriaens et al. (2022)","Plants","HS2360"
"304",3025617,"Cotoneaster horizontalis Decne.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Carboneras et al. (2018); Matthews et al. (2017); Mayer et al. (2017); Peyton et al. (2019); Steen et al. (2024); Verbrugge et al. (2015)","Plants","HS2361"
"305",3026105,"Cotoneaster integrifolius (Roxb.) G.Klotz","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Adriaens et al. (2022); van Riel et al. (2023)","Plants","HS2366"
"306",3025731,"Cotoneaster moupinensis Franch.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Roy et al. (2023)","Plants","HS2373"
"307",3026074,"Cotoneaster salicifolius Franch.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS2387"
"308",3025605,"Cotoneaster zabelii C.K.Schneid.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","van Riel et al. (2023)","Plants","HS2403"
"309",8542672,"Cotula australis (Sieber ex Spreng.) Hook.fil.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cotula","Carboneras et al. (2018)","Plants","HS2406"
"310",3112110,"Cotula coronopifolia L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cotula","Adriaens et al. (2022); BE IAS Sec. (2024); Carboneras et al. (2018); D'hondt & Adriaens (2022); Lensink et al. (2015); Peyton et al. (2019); Steen et al. (2024)","Plants","HS2407"
"311",2474162,"Coturnix japonica Temminck & Schlegel, 1848","Animalia","Chordata","Aves","Galliformes","Phasianidae","Coturnix","Carboneras et al. (2018)","Verts","HS2410"
"312",2222188,"Crangon crangon (Linnaeus, 1758)","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Cottier‐Cook et al. (2024)","Marine","HS2414"
"313",2217982,"Crangonyx pseudogracilis Bousfield, 1958","Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae","Crangonyx","Lieurance et al. (2023)","FW Inverts","HS2416"
"314",3015457,"Crataegus persimilis Sarg.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Mayer et al. (2017)","Plants","HS2441"
"315",5192789,"Crepidula fornicata (Linnaeus, 1758)","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Carboneras et al. (2018); Clarke et al. (2019); Monaco et al. (2020); Roy et al. (2023); Tsiamis et al. (2019); Verbrugge et al. (2015)","Marine","HS2455"
"316",2747489,"Crocus chrysanthus (Herb.) Herb.","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Crocus","Mayer et al. (2017)","Plants","HS2479"
"317",1795215,"Cryphia algae (Fabricius, 1775)","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cryphia","CABI (2024)","Inverts","HS2499"
"318",5284237,"Cryptomeria japonica (Thunb. ex L.f.) D.Don","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Cryptomeria","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS2539"
"319",1421095,"Ctenolepisma lineata (Fabricius, 1775)","Animalia","Arthropoda","Insecta","Zygentoma","Lepismatidae","Ctenolepisma","Clarke & McGeoch (2023)","TER Inverts","HS2551"
"320",2362030,"Ctenopharyngodon idella (Valenciennes, 1844)","Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","Ctenopharyngodon","Cano-Barbacil et al. (2023); Gilles Jr et al. (2023); Lucy et al. (2020); Oficialdegui et al. (2023); Verbrugge et al. (2015)","Verts","HS2552"
"321",5109523,"Cucullia umbratica (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cucullia","Lieurance et al. (2023)","TER Inverts","HS2556"
"322",3610757,"Cuscuta campestris Yunck.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Cuscuta","Carboneras et al. (2018); Dawson et al. (2022)","Plants","HS2578"
"323",4470300,"Cybister lateralimarginalis (De Geer, 1774)","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Cybister","CABI (2024); Clarke & McGeoch (2023)","TER Inverts","HS2587"
"324",7127354,"Cyclamen coum Mill.","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Cyclamen","Mayer et al. (2017); Roy et al. (2023)","Plants","HS2590"
"325",7127810,"Cyclamen hederifolium Aiton","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Cyclamen","Mayer et al. (2017)","Plants","HS2591"
"326",5362215,"Cydonia oblonga Mill.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cydonia","Bayón & Vilá (2019); BE IAS Sec. (2024)","Plants","HS2598"
"327",2498344,"Cygnus atratus (Latham, 1790)","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Carboneras et al. (2018); Lucy et al. (2020)","Verts","HS2599"
"328",8200663,"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Cymbalaria","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS2608"
"329",3112361,"Cynara scolymus L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cynara","BE IAS Sec. (2024); Weber et al. (2018)","Plants","HS2614"
"330",2925816,"Cynoglossum amabile Stapf & J.R.Drumm.","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cynoglossum","Mayer et al. (2017)","Plants","HS2619"
"331",2437232,"Cynomys ludovicianus (Ord, 1815)","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","Adriaens (unpub. data); Bertolino et al. (2020); Lucy et al. (2020); Matthews et al. (2017); Peyton et al. (2019); van Riel et al. (2023); Verbrugge et al. (2015)","Verts","HS2623"
"332",2715482,"Cyperus eragrostis Lam.","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Cyperus","BE IAS Sec. (2024); Carboneras et al. (2018); D'hondt & Adriaens (2022); Roy et al. (2023); Steen et al. (2024)","Plants","HS2631"
"333",2650829,"Cyrtomium falcatum (L.fil.) C.Presl","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Cyrtomium","BE IAS Sec. (2024); Dawson et al. (2022)","Plants","HS2653"
"334",2706188,"Dactyloctenium aegyptium (L.) Willd.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Dactyloctenium","Dawson et al. (2022)","Plants","HS2660"
"335",2049512,"Daktulosphaira vitifoliae (Fitch, 1855)","Animalia","Arthropoda","Insecta","Hemiptera","Phylloxeridae","Daktulosphaira","EPPO (2024a)","Inverts","HS2672"
"336",5220136,"Dama dama (Linnaeus, 1758)","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Dama","D'hondt & Adriaens (2022)","Unknown","HS2676"
"337",5370380,"Dasiphora fruticosa (L.) Rydb.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Dasiphora","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS2702"
"338",2928755,"Datura innoxia Mill.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Datura","CABI (2024)","Plants","HS2714"
"339",2928751,"Datura stramonium L.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Datura","Adriaens et al. (2022); Carboneras et al. (2018)","Plants","HS2716"
"340",4562640,"Daudebardia rufa (Draparnaud, 1805)","Animalia","Mollusca","Gastropoda","Stylommatophora","Oxychilidae","Daudebardia","Lucy et al. (2020)","TER Inverts","HS2717"
"341",3033757,"Delphinium elatum L.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS2728"
"342",2183432,"Dermacentor reticulatus Fabricius, 1794","Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Lucy et al. (2020)","TER Inverts","HS2759"
"343",5781277,"Deroceras reticulatum (O.F.Müller, 1774)","Animalia","Mollusca","Gastropoda","Stylommatophora","Agriolimacidae","Deroceras","Mulema et al. (2024b) [Preprint]","TER Inverts","HS2764"
"344",8059811,"Deschampsia cespitosa (L.) P.Beauv.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Deschampsia","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS2767"
"345",2985963,"Deutzia crenata Siebold & Zucc.","Plantae","Tracheophyta","Magnoliopsida","Cornales","Hydrangeaceae","Deutzia","BE IAS Sec. (2024)","Plants","HS2779"
"346",4283395,"Diadumene lineata (Verrill, 1869)","Animalia","Cnidaria","Anthozoa","Actiniaria","Diadumenidae","Diadumene","Cottier‐Cook et al. (2024); Karachle et al. (2017)","Marine","HS2796"
"347",3085421,"Dianthus barbatus L.","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Dianthus","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS2801"
"348",2888553,"Dicentra formosa (Andrews) Walp.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Dicentra","BE IAS Sec. (2024)","Plants","HS2819"
"349",2928668,"Dichondra argentea Humb. & Bonpl. ex Willd.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Dichondra","Mayer et al. (2017)","Plants","HS2824"
"350",5414989,"Digitalis lanata Ehrh.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Digitalis","BE IAS Sec. (2024)","Plants","HS2846"
"351",5289998,"Digitaria ciliaris (Retz.) Koeler","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Digitaria","Cano-Barbacil et al. (2023)","Plants","HS2850"
"352",4315705,"Dikerogammarus villosus (Sowinsky, 1894)","Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae","Dikerogammarus","Japan Government (20XX)","Marine","HS2861"
"353",2137834,"Diplocephalus cristatus (Blackwall, 1833)","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Diplocephalus","CABI (2024)","Inverts","HS2883"
"354",2888816,"Dipsacus sativus (L.) Honck.","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus","Mayer et al. (2017)","Plants","HS2892"
"355",3101193,"Dittrichia graveolens (L.) Greuter","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Dittrichia","Roy et al. (2023)","Plants","HS2901"
"356",2437619,"Dolichotis patagonum (Zimmermann, 1780)","Animalia","Chordata","Mammalia","Rodentia","Caviidae","Dolichotis","Bertolino et al. (2020); D'hondt & Adriaens (2022); van Riel et al. (2023)","Verts","HS2917"
"357",1311831,"Dolichovespula norwegica (Fabricius, 1781)","Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae","Dolichovespula","Clarke & McGeoch (2023)","TER Inverts","HS2919"
"358",4485824,"Dolycoris baccarum (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Dolycoris","Lieurance et al. (2023)","TER Inverts","HS2920"
"359",3142967,"Doronicum orientale Hoffm.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Doronicum","Mayer et al. (2017)","Plants","HS2924"
"360",1031742,"Dorypteryx domestica (Smithers, 1958)","Animalia","Arthropoda","Insecta","Psocodea","Psyllipsocidae","Dorypteryx","Clarke & McGeoch (2023)","TER Inverts","HS2930"
"361",7473187,"Draba verna L.","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba","CABI (2024); Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS2937"
"362",2927222,"Dracocephalum moldavica L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Dracocephalum","Mayer et al. (2017)","Plants","HS2943"
"363",2287073,"Dreissena bugensis (Andrusov, 1897)","Animalia","Mollusca","Bivalvia","Myida","Dreissenidae","Dreissena","Japan Government (20XX); Pergl et al. (2016); Verbrugge et al. (2015)","FW Inverts","HS2946"
"364",3084872,"Drosanthemum floribundum (Haw.) Schwantes","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Drosanthemum","Adriaens et al. (2022); Roy et al. (2023)","Plants","HS2955"
"365",5073820,"Drosophila suzukii (Matsumura, 1931)","Animalia","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","EPPO (2024a); EPPO (2024b); Mulema et al. (2022); Tshikhudo et al. (2023) [Preprint]","TER Inverts","HS2959"
"366",1871826,"Eccopisa effractella Zeller, 1848","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Eccopisa","CABI (2024)","Inverts","HS2990"
"367",3150935,"Echinacea purpurea (L.) Moench","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Echinacea","Mayer et al. (2017)","Plants","HS2996"
"368",5392859,"Echinops bannaticus Rochel ex Schrad.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Echinops","Mayer et al. (2017)","Plants","HS3031"
"369",5392883,"Echinops sphaerocephalus L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Echinops","BE IAS Sec. (2024)","Plants","HS3034"
"370",5384950,"Eclipta prostrata (L.) L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Eclipta","Carboneras et al. (2018); Weber et al. (2018)","Plants","HS3045"
"371",1031400,"Ectopsocus briggsi McLachlan, 1899","Animalia","Arthropoda","Insecta","Psocodea","Ectopsocidae","Ectopsocus","Clarke & McGeoch (2023)","TER Inverts","HS3049"
"372",3039269,"Elaeagnus angustifolia L.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Elaeagnaceae","Elaeagnus","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Carboneras et al. (2018); Japan Government (20XX); Roy et al. (2023); Steen et al. (2024)","Plants","HS3061"
"373",3039272,"Elaeagnus multiflora Thunb.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Elaeagnaceae","Elaeagnus","BE IAS Sec. (2024); Weber et al. (2018)","Plants","HS3064"
"374",3039270,"Elaeagnus pungens Thunb.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Elaeagnaceae","Elaeagnus","BE IAS Sec. (2024); Mayer et al. (2017); Roy et al. (2023); Weber et al. (2018)","Plants","HS3065"
"375",3039267,"Elaeagnus umbellata Thunb.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Elaeagnaceae","Elaeagnus","BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Carboneras et al. (2018)","Plants","HS3066"
"376",8889878,"Elaphe taeniura (Cope, 1861)","Animalia","Chordata","Squamata",NA,"Colubridae","Elaphe","D'hondt & Adriaens (2022); Lieurance et al. (2023); van Riel et al. (2023)","Verts","HS3074"
"377",2865448,"Elodea canadensis Michx.","Plantae","Tracheophyta","Liliopsida","Alismatales","Hydrocharitaceae","Elodea","BE IAS Sec. (2024); Carboneras et al. (2018); Pergl et al. (2016); Steen et al. (2024); Verbrugge et al. (2015)","Plants","HS3100"
"378",5884851,"Elophila nymphaeata Linnaeus, 1758","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Elophila","Lieurance et al. (2023)","TER Inverts","HS3103"
"379",5290299,"Elymus repens (L.) Gould","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Elymus","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS3106"
"380",8485639,"Ensis leei M.Huber, 2015","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis","Czechowska et al. (2022); Lucy et al. (2020); O’Shaughnessy et al. (2023)","Marine","HS3137"
"381",2976183,"Entada gigas (L.) Fawc. & Rendle","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Entada","CABI (2024)","Plants","HS3138"
"382",1878490,"Ephestia kuehniella Zeller, 1879","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Ephestia","Mulema et al. (2022); Tshikhudo et al. (2023) [Preprint]","TER Inverts","HS3145"
"383",3666800,"Epilobium roseum (Schreb.) Schreb.","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Epilobium","CABI (2024)","Plants","HS3149"
"384",1737131,"Epiphyas postvittana (Walker, 1863)","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epiphyas","Cano-Barbacil et al. (2023); Lieurance et al. (2023); Monaco et al. (2020); van Riel et al. (2023)","TER Inverts","HS3158"
"385",2687948,"Equisetum scirpoides Michx.","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","Equisetum","van Riel et al. (2023)","Plants","HS3172"
"386",2705378,"Eragrostis curvula (Schrad.) Nees","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Eragrostis","BE IAS Sec. (2024); EPPO (2024c)","Plants","HS3180"
"387",3146717,"Erigeron bonariensis L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Adriaens et al. (2022)","Plants","HS3212"
"388",3146791,"Erigeron canadensis L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Adriaens et al. (2022); Steen et al. (2024)","Plants","HS3213"
"389",3147168,"Erigeron karvinskianus DC.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Mayer et al. (2017); Peyton et al. (2019)","Plants","HS3215"
"390",3146683,"Erigeron sumatrensis Retz.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Adriaens et al. (2022); EPPO (2024c)","Plants","HS3217"
"391",1541262,"Eristalis intricaria (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Eristalis","CABI (2024); Clarke & McGeoch (2023)","TER Inverts","HS3240"
"392",3034393,"Eryngium planum L.","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Eryngium","BE IAS Sec. (2024)","Plants","HS3250"
"393",7346102,"Erythranthe guttata (DC.) G.L.Nesom","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Phrymaceae","Erythranthe","BE IAS Sec. (2024); Branquart et al. (2022); D'hondt & Adriaens (2022)","Plants","HS3255"
"394",1005709,"Escharoides bishopi De Blauwe, 2006","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Exochellidae","Escharoides","EASIN (2024b)","Unknown","HS3266"
"395",2888380,"Eschscholzia californica Cham.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia","Adriaens et al. (2022); Carboneras et al. (2018); Mayer et al. (2017)","Plants","HS3267"
"396",2493660,"Estrilda astrild (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Estrilda","Carboneras et al. (2018); Lieurance et al. (2023); Roy et al. (2019a)","Verts","HS3274"
"397",5221283,"Eublepharis macularius (Blyth, 1854)","Animalia","Chordata","Squamata",NA,"Eublepharidae","Eublepharis","Japan Government (20XX)","Verts","HS3283"
"398",7198254,"Eumerus funeralis Meigen, 1822","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Eumerus","CABI (2024)","Inverts","HS3313"
"399",3169120,"Euonymus alatus (Thunb.) Siebold","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Euonymus","Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Mayer et al. (2017)","Plants","HS3317"
"400",3169137,"Euonymus fortunei (Turcz.) Hand.-Mazz.","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Euonymus","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Carboneras et al. (2018); Czechowska et al. (2022); Mayer et al. (2017); Roy et al. (2019a)","Plants","HS3318"
"401",7102937,"Euonymus japonicus Thunb.","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Euonymus","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Carboneras et al. (2018); Roy et al. (2019a)","Plants","HS3319"
"402",3067353,"Euphorbia characias L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Mayer et al. (2017)","Plants","HS3333"
"403",3066112,"Euphorbia epithymoides L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","BE IAS Sec. (2024)","Plants","HS3338"
"404",3064495,"Euphorbia heterophylla L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","EPPO (2024b); EPPO (2024c)","Plants","HS3341"
"405",3066965,"Euphorbia lathyris L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","BE IAS Sec. (2024)","Plants","HS3349"
"406",3064669,"Euphorbia myrsinites L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS3354"
"407",3067891,"Euphorbia prostrata Aiton","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Carboneras et al. (2018)","Plants","HS3356"
"408",3064221,"Euphorbia serpens Kunth","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Carboneras et al. (2018)","Plants","HS3362"
"409",3070106,"Euphorbia cyparissias L.","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Jones et al. (2024)","Plants","HS3369"
"410",1983288,"Eupithecia intricata (Zetterstedt)","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","CABI (2024); Lieurance et al. (2023)","TER Inverts","HS3372"
"411",2494097,"Euplectes afer (Gmelin, 1789)","Animalia","Chordata","Aves","Passeriformes","Ploceidae","Euplectes","Carboneras et al. (2018); Roy et al. (2019a)","Verts","HS3375"
"412",2494086,"Euplectes franciscanus (Isert, 1789)","Animalia","Chordata","Aves","Passeriformes","Ploceidae","Euplectes","Carboneras et al. (2018)","Verts","HS3377"
"413",2494088,"Euplectes orix (Linnaeus, 1758)","Animalia","Chordata","Aves","Passeriformes","Ploceidae","Euplectes","Carboneras et al. (2018)","Verts","HS3380"
"414",1776619,"Euplexia lucipara (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euplexia","Lieurance et al. (2023)","TER Inverts","HS3381"
"415",1821856,"Euproctis chrysorrhoea Linnaeus, 1758","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euproctis","Lieurance et al. (2023)","TER Inverts","HS3382"
"416",4485898,"Eurydema oleracea (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Eurydema","Lieurance et al. (2023)","TER Inverts","HS3388"
"417",5177188,"Eurydice pulchra Leach, 1816","Animalia","Arthropoda","Malacostraca","Isopoda","Cirolanidae","Eurydice","Cottier‐Cook et al. (2024)","Marine","HS3389"
"418",4532022,"Evergestis forficalis (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Evergestis","Lieurance et al. (2023)","TER Inverts","HS3413"
"419",2889373,"Fagopyrum esculentum Moench","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Fagopyrum","Carboneras et al. (2018)","Plants","HS3424"
"420",5334351,"Fallopia baldschuanica (Regel) Holub","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Fallopia","Adriaens et al. (2022); Arianoutsou et al. (2023); BE IAS Sec. (2024); Carboneras et al. (2018); EPPO (2024b); EPPO (2024c); Mayer et al. (2017); Steen et al. (2024)","Plants","HS3431"
"421",3039046,"Fatsia japonica (Thunb.) Decne. & Planch.","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Fatsia","Bayón & Vilá (2019); BE IAS Sec. (2024)","Plants","HS3437"
"422",8909595,"Faxonius limosus (Rafinesque, 1817)","Animalia","Arthropoda","Malacostraca","Decapoda","Cambaridae","Faxonius","Lieurance et al. (2023)","FW Inverts","HS3449"
"423",2435035,"Felis catus Linnaeus, 1758","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Lensink et al. (2015)","Verts","HS3464"
"424",9520065,"Ferrissia californica (Rowell, 1863)","Animalia","Mollusca","Gastropoda",NA,"Planorbidae","Ferrissia","Thunnissen et al. (2022a)","FW Inverts","HS3474"
"425",2705031,"Festuca glauca Vill.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Festuca","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS3477"
"426",2327735,"Ficopomatus enigmaticus (Fauvel, 1923)","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Ficopomatus","Carboneras et al. (2018); Clarke et al. (2019); Karachle et al. (2017)","Marine","HS3480"
"427",2988069,"Filipendula vulgaris Moench","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Filipendula","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS3496"
"428",5283137,"Fissidens fontanus (Bach.Pyl.) Steud.","Plantae","Bryophyta","Bryopsida","Dicranales","Fissidentaceae","Fissidens","Bayón & Vilá (2019)","Plants","HS3504"
"429",2673408,"Fontinalis antipyretica Hedw.","Plantae","Bryophyta","Bryopsida","Hypnales","Fontinalaceae","Fontinalis","Bayón & Vilá (2019)","Plants","HS3515"
"430",1315117,"Formica rufibarbis Fabricius, 1793","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","Wong et al. (2023)","TER Inverts","HS3522"
"431",5415056,"Forsythia suspensa (Thunb.) Vahl","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Forsythia","BE IAS Sec. (2024)","Plants","HS3523"
"432",5415053,"Forsythia viridissima Lindl.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Forsythia","BE IAS Sec. (2024)","Plants","HS3524"
"433",3172327,"Fraxinus americana L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Fraxinus","Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023)","Plants","HS3540"
